data,open,high,low,close,vol,amount,up,down,MA1,MA2,MA3,MA4,MA5,MA6,,MA1,MA2,MA3,K,D,J,DIFF,DEA,MACD,RSI1,RSI2,RSI3,
2017/10/30,3413.87,3419.73,3357.28,3390.34,208349280,2.58E+11,206,1135,3399.974,3388.322,3378.07,3372.922,3340.393,3248.182,208349280,165080768,152450992,156163184,70.912,69.427,73.881,13.551,12.6,1.903,49.865,55.212,57.993,66.667
2017/10/31,3381,3397.1,3376.12,3393.34,153498208,2.00E+11,991,319,3400.992,3390.452,3380.558,3373.384,3342.071,3250.601,153498208,167800896,155262640,157206656,66.109,68.321,61.684,12.859,12.652,0.416,52.367,56.397,58.521,66.667
2017/11/1,3393.97,3410.35,3388.6,3395.91,180566128,2.32E+11,603,696,3400.794,3391.864,3383.09,3373.776,3343.918,3253.245,180566128,179287888,157596384,159080624,64.249,66.964,58.82,12.376,12.596,-0.441,54.691,57.45,58.982,75
2017/11/2,3391.65,3391.65,3372.21,3383.31,166864272,2.10E+11,332,990,3395.942,3393.178,3385.273,3374.172,3345.758,3255.768,166864272,175907008,158435152,159951616,56.428,63.452,42.381,10.851,12.247,-2.793,42.491,50.88,55.81,75
2017/11/3,3377.74,3380.57,3347.36,3371.74,172714784,2.07E+11,389,936,3386.928,3392.487,3386.413,3374.776,3347.586,3258.426,172714784,176398528,162989344,161344240,48.639,58.514,28.89,8.61,11.52,-5.82,34.107,45.65,53.075,66.667
2017/11/6,3369.69,3389.38,3356.53,3388.17,154636464,2.04E+11,955,355,3386.494,3393.234,3387.103,3375.62,3349.397,3261.148,154636464,165655968,165368368,159489248,50.874,55.968,40.687,8.066,10.829,-5.526,50.687,53.116,56.252,75
2017/11/7,3389.47,3415.15,3387.95,3413.57,190571744,2.43E+11,841,455,3390.54,3395.766,3388.632,3377.511,3351.593,3263.899,190571744,173070672,170435792,160046656,63.845,58.593,74.349,9.574,10.578,-2.007,66.381,61.934,60.56,75
2017/11/8,3409.15,3434.49,3404.88,3415.46,185436464,2.42E+11,780,516,3394.45,3397.622,3389.99,3379.159,3353.924,3266.609,185436464,174044752,176666320,160244640,68.617,61.935,81.981,10.798,10.622,0.352,67.31,62.506,60.859,75
2017/11/9,3410.67,3428.77,3408.62,3427.79,158650432,2.05E+11,814,489,3403.346,3399.644,3392.075,3381.492,3356.691,3269.233,158650432,172401984,174154496,160086688,76.515,66.795,95.955,12.617,11.021,3.192,73.123,66.131,62.781,75
2017/11/10,3423.18,3438.79,3414.33,3432.67,189276496,2.56E+11,559,767,3415.532,3401.23,3394.183,3384.163,3360.427,3271.968,189276496,175714320,176056432,162552784,82.112,71.9,102.535,14.288,11.675,5.227,75.217,67.488,63.521,75
2017/11/13,3435.18,3449.16,3435.08,3447.84,205389056,2.67E+11,573,749,3427.466,3406.98,3397.651,3387.706,3363.935,3274.949,205389056,185864832,175760400,164105696,87.642,77.148,108.632,16.644,12.668,7.952,80.796,71.378,65.731,75
2017/11/14,3446.55,3450.49,3419.69,3429.55,196472672,2.67E+11,406,924,3430.662,3410.601,3400.527,3390.572,3366.906,3277.773,196472672,187045024,180057856,167660240,84.993,79.763,95.454,16.842,13.503,6.677,60.945,61.674,61.076,66.667
2017/11/15,3416.21,3423.75,3400.84,3404.48,101572680,1.48E+11,308,986,3428.466,3411.458,3401.661,3392.546,3369.54,3280.513,101572680,170272272,172158512,164877440,75.124,78.217,68.94,14.804,13.763,2.082,43.404,51.254,55.459,66.667
